"","x"
"1","Ganab"
"2","Pla2g12b"
"3","Fsip2"
"4","Pla2g12a"
"5","Nrn1"
"6","Lifr"
"7","Ces3a"
"8","Ces2e"
"9","Ces3b"
"10","Hsd11b1"
"11","Lman2l"
"12","Ces2a"
"13","Pafah1b1"
"14","Bche"
"15","Asgr1"
"16","Emc2"
"17","Tmed5"
